question_id,prompt,correct_answer,distractor
1997,"Q: Which is a rhyme of the word ""greeting"", ""meeting"" or ""ready""?
A:",meeting,ready
1998,"Q: Which is a rhyme of the word ""wrong"", ""meanwhile"" or ""along""?
A:",along,meanwhile
1999,"Q: Which is a rhyme of the word ""herself"", ""itself"" or ""neat""?
A:",itself,neat
2000,"Q: Which is a rhyme of the word ""gun"", ""son"" or ""storm""?
A:",son,storm
2001,"Q: Of the words ""beer"" and ""wear"", which one rhymes with ""declare""?
A:",wear,beer
2002,"Q: Of the words ""leather"" and ""neighbor"", which one rhymes with ""together""?
A:",leather,neighbor
2003,"Q: Of the words ""midnight"" and ""crop"", which one rhymes with ""pop""?
A:",crop,midnight
2004,"Q: Of the words ""skin"" and ""profession"", which one rhymes with ""session""?
A:",profession,skin
2005,"Q: Of the words ""write"" and ""swimsuit"", which one rhymes with ""might""?
A:",write,swimsuit
2006,"Q: Of the words ""arrest"" and ""support"", which one rhymes with ""sort""?
A:",support,arrest
2007,"Q: Of the words ""broken"" and ""star"", which one rhymes with ""jar""?
A:",star,broken
2008,"Q: Of the words ""brain"" and ""crossing"", which one rhymes with ""main""?
A:",brain,crossing
2009,"Q: Of the words ""me"" and ""attractive"", which one rhymes with ""agree""?
A:",me,attractive
2010,"Q: Of the words ""compare"" and ""ceremony"", which one rhymes with ""questionnaire""?
A:",compare,ceremony
2011,"Q: Of the words ""short"" and ""knife"", which one rhymes with ""support""?
A:",short,knife
2012,"Q: Of the words ""here"" and ""first"", which one rhymes with ""worst""?
A:",first,here
2013,"Q: Of the words ""set"" and ""brush"", which one rhymes with ""cigarette""?
A:",set,brush
2014,"Q: Of the words ""clearly"" and ""fan"", which one rhymes with ""nearly""?
A:",clearly,fan
2015,"Q: Of the words ""type"" and ""sensible"", which one rhymes with ""stripe""?
A:",type,sensible
2016,"Q: Of the words ""note"" and ""only"", which one rhymes with ""vote""?
A:",note,only
2017,"Q: Of the words ""ladder"" and ""peace"", which one rhymes with ""piece""?
A:",peace,ladder
2018,"Q: Of the words ""correct"" and ""population"", which one rhymes with ""punctuation""?
A:",population,correct
2019,"Q: Of the words ""speech"" and ""ahead"", which one rhymes with ""each""?
A:",speech,ahead
2020,"Q: Of the words ""steep"" and ""pear"", which one rhymes with ""sheep""?
A:",steep,pear
2021,"Q: Of the words ""kettle"" and ""sense"", which one rhymes with ""metal""?
A:",kettle,sense
2022,"Q: Of the words ""trend"" and ""bone"", which one rhymes with ""attend""?
A:",trend,bone
2023,"Q: Of the words ""degree"" and ""prince"", which one rhymes with ""disagree""?
A:",degree,prince
2024,"Q: Of the words ""switch"" and ""danger"", which one rhymes with ""stranger""?
A:",danger,switch
2025,"Q: Of the words ""stove"" and ""waste"", which one rhymes with ""taste""?
A:",waste,stove
2026,"Q: Of the words ""drama"" and ""tram"", which one rhymes with ""jam""?
A:",tram,drama
2027,"Q: Of the words ""president"" and ""run"", which one rhymes with ""sun""?
A:",run,president
2028,"Q: Of the words ""letter"" and ""disgusting"", which one rhymes with ""sweater""?
A:",letter,disgusting
2029,"Q: Of the words ""check"" and ""professional"", which one rhymes with ""deck""?
A:",check,professional
2030,"Q: Of the words ""cabin"" and ""train"", which one rhymes with ""plain""?
A:",train,cabin
2031,"Q: Of the words ""surround"" and ""useless"", which one rhymes with ""sound""?
A:",surround,useless
2032,"Q: Of the words ""grilled"" and ""snowboard"", which one rhymes with ""rebuild""?
A:",grilled,snowboard
2033,"Q: Of the words ""persuade"" and ""mango"", which one rhymes with ""grade""?
A:",persuade,mango
2034,"Q: Of the words ""population"" and ""river"", which one rhymes with ""examination""?
A:",population,river
2035,"Q: Of the words ""quick"" and ""supper"", which one rhymes with ""stick""?
A:",quick,supper
2036,"Q: Of the words ""me"" and ""let"", which one rhymes with ""fee""?
A:",me,let
2037,"Q: Of the words ""gold"" and ""clown"", which one rhymes with ""cold""?
A:",gold,clown
2038,"Q: Of the words ""example"" and ""fish"", which one rhymes with ""dish""?
A:",fish,example
2039,"Q: Of the words ""metal"" and ""throw"", which one rhymes with ""kettle""?
A:",metal,throw
2040,"Q: Of the words ""downstairs"" and ""perfume"", which one rhymes with ""upstairs""?
A:",downstairs,perfume
2041,"Q: Of the words ""these"" and ""depart"", which one rhymes with ""start""?
A:",depart,these
2042,"Q: Of the words ""hole"" and ""weigh"", which one rhymes with ""control""?
A:",hole,weigh
2043,"Q: Of the words ""college"" and ""through"", which one rhymes with ""crew""?
A:",through,college
2044,"Q: Of the words ""spider"" and ""station"", which one rhymes with ""conversation""?
A:",station,spider
2045,"Q: Of the words ""pork"" and ""ordinary"", which one rhymes with ""fork""?
A:",pork,ordinary
2046,"Q: Of the words ""blind"" and ""first"", which one rhymes with ""kind""?
A:",blind,first
2047,"Q: Of the words ""water"" and ""wall"", which one rhymes with ""daughter""?
A:",water,wall
2048,"Q: Of the words ""indeed"" and ""dusty"", which one rhymes with ""speed""?
A:",indeed,dusty
2049,"Q: Of the words ""boiled"" and ""storm"", which one rhymes with ""inform""?
A:",storm,boiled
2050,"Q: Of the words ""silver"" and ""doubt"", which one rhymes with ""out""?
A:",doubt,silver
2051,"Q: Of the words ""quiet"" and ""limit"", which one rhymes with ""diet""?
A:",quiet,limit
2052,"Q: Of the words ""awake"" and ""area"", which one rhymes with ""steak""?
A:",awake,area
2053,"Q: Of the words ""breast"" and ""cola"", which one rhymes with ""southwest""?
A:",breast,cola
2054,"Q: Of the words ""rich"" and ""windshield"", which one rhymes with ""switch""?
A:",rich,windshield
2055,"Q: Of the words ""gain"" and ""account"", which one rhymes with ""stain""?
A:",gain,account
2056,"Q: Of the words ""fork"" and ""how"", which one rhymes with ""pork""?
A:",fork,how
2057,"Q: Of the words ""stand"" and ""flight"", which one rhymes with ""fight""?
A:",flight,stand
2058,"Q: Of the words ""lady"" and ""stressful"", which one rhymes with ""successful""?
A:",stressful,lady
2059,"Q: Of the words ""involve"" and ""comb"", which one rhymes with ""home""?
A:",comb,involve
2060,"Q: Of the words ""presentation"" and ""girl"", which one rhymes with ""reservation""?
A:",presentation,girl
2061,"Q: Of the words ""dust"" and ""she"", which one rhymes with ""trust""?
A:",dust,she
2062,"Q: Of the words ""peach"" and ""lucky"", which one rhymes with ""teach""?
A:",peach,lucky
2063,"Q: Of the words ""mark"" and ""dresser"", which one rhymes with ""professor""?
A:",dresser,mark
2064,"Q: Of the words ""goal"" and ""pen"", which one rhymes with ""whole""?
A:",goal,pen
2065,"Q: Of the words ""tasty"" and ""complete"", which one rhymes with ""sweet""?
A:",complete,tasty
2066,"Q: Of the words ""little"" and ""reduce"", which one rhymes with ""juice""?
A:",reduce,little
2067,"Q: Of the words ""study"" and ""store"", which one rhymes with ""anymore""?
A:",store,study
2068,"Q: Of the words ""blood"" and ""comedy"", which one rhymes with ""flood""?
A:",blood,comedy
2069,"Q: Of the words ""ago"" and ""together"", which one rhymes with ""slow""?
A:",ago,together
2070,"Q: Of the words ""imagination"" and ""miss"", which one rhymes with ""transportation""?
A:",imagination,miss
2071,"Q: Of the words ""baseball"" and ""antique"", which one rhymes with ""week""?
A:",antique,baseball
2072,"Q: Of the words ""shampoo"" and ""blame"", which one rhymes with ""name""?
A:",blame,shampoo
2073,"Q: Of the words ""alive"" and ""begin"", which one rhymes with ""dive""?
A:",alive,begin
2074,"Q: Of the words ""smoking"" and ""fairly"", which one rhymes with ""rarely""?
A:",fairly,smoking
2075,"Q: Of the words ""expert"" and ""water"", which one rhymes with ""daughter""?
A:",water,expert
2076,"Q: Of the words ""blog"" and ""animated"", which one rhymes with ""dog""?
A:",blog,animated
2077,"Q: Of the words ""chocolate"" and ""nearby"", which one rhymes with ""fly""?
A:",nearby,chocolate
2078,"Q: Of the words ""remind"" and ""plus"", which one rhymes with ""unkind""?
A:",remind,plus
2079,"Q: Of the words ""try"" and ""frame"", which one rhymes with ""spy""?
A:",try,frame
2080,"Q: Of the words ""northwest"" and ""tax"", which one rhymes with ""fax""?
A:",tax,northwest
2081,"Q: Of the words ""clap"" and ""bounce"", which one rhymes with ""pronounce""?
A:",bounce,clap
2082,"Q: Of the words ""wool"" and ""cheek"", which one rhymes with ""peak""?
A:",cheek,wool
2083,"Q: Of the words ""souvenir"" and ""walking"", which one rhymes with ""career""?
A:",souvenir,walking
2084,"Q: Of the words ""souvenir"" and ""rescue"", which one rhymes with ""year""?
A:",souvenir,rescue
2085,"Q: Of the words ""steep"" and ""trick"", which one rhymes with ""stick""?
A:",trick,steep
2086,"Q: Of the words ""reservation"" and ""recommend"", which one rhymes with ""friend""?
A:",recommend,reservation
2087,"Q: Of the words ""voice"" and ""brave"", which one rhymes with ""cave""?
A:",brave,voice
2088,"Q: Of the words ""iron"" and ""sunny"", which one rhymes with ""money""?
A:",sunny,iron
2089,"Q: Of the words ""station"" and ""visit"", which one rhymes with ""location""?
A:",station,visit
2090,"Q: Of the words ""bathroom"" and ""destroy"", which one rhymes with ""boy""?
A:",destroy,bathroom
2091,"Q: Of the words ""successful"" and ""candy"", which one rhymes with ""sandy""?
A:",candy,successful
2092,"Q: Of the words ""awake"" and ""anymore"", which one rhymes with ""take""?
A:",awake,anymore
2093,"Q: Of the words ""kitchen"" and ""link"", which one rhymes with ""drink""?
A:",link,kitchen
2094,"Q: Of the words ""clock"" and ""knee"", which one rhymes with ""see""?
A:",knee,clock
2095,"Q: Of the words ""routine"" and ""novel"", which one rhymes with ""machine""?
A:",routine,novel
2096,"Q: Of the words ""earth"" and ""pray"", which one rhymes with ""birth""?
A:",earth,pray
2097,"Q: Of the words ""how"" and ""style"", which one rhymes with ""smile""?
A:",style,how
2098,"Q: Of the words ""put"" and ""election"", which one rhymes with ""foot""?
A:",put,election
2099,"Q: Of the words ""mountain"" and ""ago"", which one rhymes with ""fountain""?
A:",mountain,ago
2100,"Q: Of the words ""admit"" and ""coat"", which one rhymes with ""hit""?
A:",admit,coat
2101,"Q: Of the words ""fry"" and ""abroad"", which one rhymes with ""fly""?
A:",fry,abroad
2102,"Q: Of the words ""guy"" and ""underneath"", which one rhymes with ""lie""?
A:",guy,underneath
2103,"Q: Of the words ""cycle"" and ""stain"", which one rhymes with ""main""?
A:",stain,cycle
2104,"Q: Of the words ""clock"" and ""life"", which one rhymes with ""knock""?
A:",clock,life
2105,"Q: Of the words ""shirt"" and ""demand"", which one rhymes with ""band""?
A:",demand,shirt
2106,"Q: Of the words ""fridge"" and ""irregular"", which one rhymes with ""bridge""?
A:",fridge,irregular
2107,"Q: Of the words ""so"" and ""hockey"", which one rhymes with ""know""?
A:",so,hockey
2108,"Q: Of the words ""king"" and ""awake"", which one rhymes with ""bake""?
A:",awake,king
2109,"Q: Of the words ""attack"" and ""since"", which one rhymes with ""pack""?
A:",attack,since
2110,"Q: Of the words ""knife"" and ""speaker"", which one rhymes with ""sneaker""?
A:",speaker,knife
2111,"Q: Of the words ""death"" and ""cent"", which one rhymes with ""breath""?
A:",death,cent
2112,"Q: Of the words ""blood"" and ""shiny"", which one rhymes with ""flood""?
A:",blood,shiny
2113,"Q: Of the words ""bottom"" and ""invention"", which one rhymes with ""attention""?
A:",invention,bottom
2114,"Q: Of the words ""sit"" and ""lighter"", which one rhymes with ""writer""?
A:",lighter,sit
2115,"Q: Of the words ""deep"" and ""foot"", which one rhymes with ""asleep""?
A:",deep,foot
2116,"Q: Of the words ""door"" and ""mouse"", which one rhymes with ""blouse""?
A:",mouse,door
2117,"Q: Of the words ""stuff"" and ""basketball"", which one rhymes with ""rough""?
A:",stuff,basketball
2118,"Q: Of the words ""stay"" and ""cold"", which one rhymes with ""pray""?
A:",stay,cold
2119,"Q: Of the words ""fee"" and ""sandy"", which one rhymes with ""key""?
A:",fee,sandy
2120,"Q: Of the words ""action"" and ""bag"", which one rhymes with ""flag""?
A:",bag,action
2121,"Q: Of the words ""buy"" and ""trade"", which one rhymes with ""afraid""?
A:",trade,buy
2122,"Q: Of the words ""way"" and ""owe"", which one rhymes with ""day""?
A:",way,owe
2123,"Q: Of the words ""go"" and ""per"", which one rhymes with ""fur""?
A:",per,go
2124,"Q: Of the words ""generation"" and ""champagne"", which one rhymes with ""situation""?
A:",generation,champagne
2125,"Q: Of the words ""tax"" and ""busy"", which one rhymes with ""fax""?
A:",tax,busy
2126,"Q: Of the words ""trash"" and ""wear"", which one rhymes with ""crash""?
A:",trash,wear
2127,"Q: Of the words ""how"" and ""recent"", which one rhymes with ""allow""?
A:",how,recent
2128,"Q: Of the words ""rare"" and ""baby"", which one rhymes with ""maybe""?
A:",baby,rare
2129,"Q: Of the words ""none"" and ""catch"", which one rhymes with ""run""?
A:",none,catch
2130,"Q: Of the words ""apply"" and ""tiger"", which one rhymes with ""shy""?
A:",apply,tiger
2131,"Q: Of the words ""smile"" and ""creative"", which one rhymes with ""pile""?
A:",smile,creative
2132,"Q: Of the words ""parrot"" and ""unpack"", which one rhymes with ""snack""?
A:",unpack,parrot
2133,"Q: Of the words ""bug"" and ""bulb"", which one rhymes with ""plug""?
A:",bug,bulb
2134,"Q: Of the words ""indeed"" and ""comfortable"", which one rhymes with ""need""?
A:",indeed,comfortable
2135,"Q: Of the words ""nowadays"" and ""milk"", which one rhymes with ""silk""?
A:",milk,nowadays
2136,"Q: Of the words ""display"" and ""link"", which one rhymes with ""pray""?
A:",display,link
2137,"Q: Of the words ""farm"" and ""session"", which one rhymes with ""profession""?
A:",session,farm
2138,"Q: Of the words ""champion"" and ""convince"", which one rhymes with ""prince""?
A:",convince,champion
2139,"Q: Of the words ""attention"" and ""perfume"", which one rhymes with ""room""?
A:",perfume,attention
2140,"Q: Of the words ""scene"" and ""court"", which one rhymes with ""bean""?
A:",scene,court
2141,"Q: Of the words ""ambulance"" and ""lover"", which one rhymes with ""cover""?
A:",lover,ambulance
2142,"Q: Of the words ""throw"" and ""immigration"", which one rhymes with ""station""?
A:",immigration,throw
2143,"Q: Of the words ""round"" and ""might"", which one rhymes with ""sound""?
A:",round,might
2144,"Q: Of the words ""charge"" and ""alive"", which one rhymes with ""large""?
A:",charge,alive
2145,"Q: Of the words ""cheese"" and ""slim"", which one rhymes with ""please""?
A:",cheese,slim
2146,"Q: Of the words ""season"" and ""moment"", which one rhymes with ""reason""?
A:",season,moment
2147,"Q: Of the words ""uncomfortable"" and ""sunny"", which one rhymes with ""money""?
A:",sunny,uncomfortable
2148,"Q: Of the words ""both"" and ""fold"", which one rhymes with ""hold""?
A:",fold,both
2149,"Q: Of the words ""banana"" and ""season"", which one rhymes with ""reason""?
A:",season,banana
2150,"Q: Of the words ""strong"" and ""press"", which one rhymes with ""long""?
A:",strong,press
2151,"Q: Of the words ""strong"" and ""eye"", which one rhymes with ""bye""?
A:",eye,strong
2152,"Q: Of the words ""friend"" and ""brush"", which one rhymes with ""defend""?
A:",friend,brush
2153,"Q: Of the words ""unfriendly"" and ""purse"", which one rhymes with ""worse""?
A:",purse,unfriendly
2154,"Q: Of the words ""airplane"" and ""sum"", which one rhymes with ""from""?
A:",sum,airplane
2155,"Q: Of the words ""meet"" and ""messy"", which one rhymes with ""defeat""?
A:",meet,messy
2156,"Q: Of the words ""daughter"" and ""imagination"", which one rhymes with ""transportation""?
A:",imagination,daughter
2157,"Q: Of the words ""answer"" and ""pupil"", which one rhymes with ""cancer""?
A:",answer,pupil
2158,"Q: Of the words ""wear"" and ""tent"", which one rhymes with ""invent""?
A:",tent,wear
2159,"Q: Of the words ""far"" and ""lend"", which one rhymes with ""star""?
A:",far,lend
2160,"Q: Of the words ""river"" and ""meal"", which one rhymes with ""deliver""?
A:",river,meal
2161,"Q: Of the words ""serious"" and ""pronounce"", which one rhymes with ""announce""?
A:",pronounce,serious
2162,"Q: Of the words ""bug"" and ""dancer"", which one rhymes with ""answer""?
A:",dancer,bug
2163,"Q: Of the words ""remind"" and ""lightly"", which one rhymes with ""politely""?
A:",lightly,remind
2164,"Q: Of the words ""otherwise"" and ""intend"", which one rhymes with ""send""?
A:",intend,otherwise
2165,"Q: Of the words ""myself"" and ""accident"", which one rhymes with ""himself""?
A:",myself,accident
2166,"Q: Of the words ""burning"" and ""tiny"", which one rhymes with ""shiny""?
A:",tiny,burning
2167,"Q: Of the words ""neighborhood"" and ""time"", which one rhymes with ""climb""?
A:",time,neighborhood
2168,"Q: Of the words ""kitchen"" and ""sandy"", which one rhymes with ""candy""?
A:",sandy,kitchen
2169,"Q: Of the words ""summer"" and ""perfume"", which one rhymes with ""room""?
A:",perfume,summer
2170,"Q: Of the words ""pineapple"" and ""shout"", which one rhymes with ""about""?
A:",shout,pineapple
2171,"Q: Of the words ""wall"" and ""scream"", which one rhymes with ""hall""?
A:",wall,scream
2172,"Q: Of the words ""tie"" and ""full"", which one rhymes with ""spy""?
A:",tie,full
2173,"Q: Of the words ""probably"" and ""fountain"", which one rhymes with ""mountain""?
A:",fountain,probably
2174,"Q: Of the words ""never"" and ""dish"", which one rhymes with ""forever""?
A:",never,dish
2175,"Q: Of the words ""money"" and ""sport"", which one rhymes with ""funny""?
A:",money,sport
2176,"Q: Of the words ""past"" and ""east"", which one rhymes with ""fast""?
A:",past,east
2177,"Q: Of the words ""video"" and ""joke"", which one rhymes with ""folk""?
A:",joke,video
2178,"Q: Of the words ""past"" and ""chance"", which one rhymes with ""dance""?
A:",chance,past
2179,"Q: Of the words ""brake"" and ""hit"", which one rhymes with ""lake""?
A:",brake,hit
2180,"Q: Of the words ""note"" and ""punctuation"", which one rhymes with ""goat""?
A:",note,punctuation
2181,"Q: Of the words ""store"" and ""speech"", which one rhymes with ""each""?
A:",speech,store
